cloud	e_quantity	order	time [Myr]	value
M4	e_Z	3	 4.5	   0.9564
M4	e_Z	3	 4.6	   1.4673
M4	e_Z	3	 4.7	  10.6605
M4	e_Z	3	 4.8	   2.0724
M4	e_Z	3	 4.9	   0.9914
M4	e_Z	3	 5.0	   0.6298
M4	e_Z	3	 5.1	   0.4562
M4	e_Z	3	 5.2	   0.2773
M4	e_Z	3	 5.3	   0.3255
M4	e_Z	3	 5.4	   0.4562
M4	e_Z	3	 5.5	   0.2773
M4	e_Z	3	 5.6	   0.2897
M4	e_Z	3	 5.7	   0.4798
M4	e_Z	3	 5.8	   0.4280
M4	e_Z	3	 5.9	   0.3728
M4	e_Z	3	 6.0	   0.4149
M4	e_Z	3	 6.1	   0.3879
M4	e_Z	3	 6.2	   0.3186
M4	e_Z	3	 6.3	   0.2504
M4	e_Z	3	 6.4	   0.2985
M4	e_Z	3	 6.5	   0.3419
M8	e_zeta	1	 0.0	   0.0328
M8	e_zeta	1	 0.1	   0.0313
M8	e_zeta	1	 0.2	   0.0295
M8	e_zeta	1	 0.3	   0.0283
M8	e_zeta	1	 0.4	   0.0269
M8	e_zeta	1	 0.5	   0.0254
M8	e_zeta	1	 0.6	   0.0247
M8	e_zeta	1	 0.7	   0.0240
M8	e_zeta	1	 0.8	   0.0245
M8	e_zeta	1	 0.9	   0.0251
M8	e_zeta	1	 1.0	   0.0264
M8	e_zeta	1	 1.1	   0.0286
M8	e_zeta	1	 1.2	   0.0298
M8	e_zeta	1	 1.3	   0.0296
M8	e_zeta	1	 1.4	   0.0291
M8	e_zeta	1	 1.5	   0.0246
M8	e_zeta	1	 1.6	   0.0295
M8	e_zeta	1	 1.7	   0.0261
M8	e_zeta	1	 1.8	   0.0257
M8	e_zeta	1	 1.9	   0.0274
M8	e_zeta	1	 2.0	   0.0282
M8	e_zeta	1	 2.1	   0.0266
M8	e_zeta	1	 2.2	   0.0249
M8	e_zeta	1	 2.3	   0.0257
M8	e_zeta	1	 2.4	   0.0275
M8	e_zeta	1	 2.5	   0.0290
M8	e_zeta	1	 2.6	   0.0297
M8	e_zeta	1	 2.7	   0.0294
M8	e_zeta	1	 2.8	   0.0295
M8	e_zeta	1	 2.9	   0.0294
M8	e_zeta	1	 3.0	   0.0296
M8	e_zeta	1	 3.1	   0.0292
M8	e_zeta	1	 3.2	   0.0284
M8	e_zeta	1	 3.3	   0.0277
M8	e_zeta	1	 3.4	   0.0264
M8	e_zeta	1	 3.5	   0.0246
M8	e_zeta	1	 3.6	   0.0226
M8	e_zeta	1	 3.7	   0.0191
M8	e_zeta	1	 3.8	   0.0139
M8	e_zeta	1	 3.9	   0.0155
M8	e_zeta	1	 4.0	   0.0190
M8	e_zeta	1	 4.1	   0.0205
M8	e_zeta	1	 4.2	   0.0340
M8	e_zeta	1	 4.3	   0.0406
M8	e_zeta	1	 4.4	   0.0483
M8	e_zeta	1	 4.5	   0.0430
M8	e_zeta	1	 4.6	   0.0457
M8	e_zeta	1	 4.7	   0.0459
M8	e_zeta	1	 4.8	   0.0456
M8	e_zeta	1	 4.9	   0.0475
M8	e_zeta	2	 0.0	   0.0723
M8	e_zeta	2	 0.1	   0.0689
M8	e_zeta	2	 0.2	   0.0637
M8	e_zeta	2	 0.3	   0.0597
M8	e_zeta	2	 0.4	   0.0549
M8	e_zeta	2	 0.5	   0.0506
M8	e_zeta	2	 0.6	   0.0486
M8	e_zeta	2	 0.7	   0.0480
M8	e_zeta	2	 0.8	   0.0488
M8	e_zeta	2	 0.9	   0.0501
M8	e_zeta	2	 1.0	   0.0528
M8	e_zeta	2	 1.1	   0.0561
M8	e_zeta	2	 1.2	   0.0579
M8	e_zeta	2	 1.3	   0.0564
M8	e_zeta	2	 1.4	   0.0544
M8	e_zeta	2	 1.5	   0.0365
M8	e_zeta	2	 1.6	   0.0523
M8	e_zeta	2	 1.7	   0.0435
M8	e_zeta	2	 1.8	   0.0478
M8	e_zeta	2	 1.9	   0.0524
M8	e_zeta	2	 2.0	   0.0548
M8	e_zeta	2	 2.1	   0.0504
M8	e_zeta	2	 2.2	   0.0433
M8	e_zeta	2	 2.3	   0.0424
M8	e_zeta	2	 2.4	   0.0457
M8	e_zeta	2	 2.5	   0.0484
M8	e_zeta	2	 2.6	   0.0500
M8	e_zeta	2	 2.7	   0.0490
M8	e_zeta	2	 2.8	   0.0498
M8	e_zeta	2	 2.9	   0.0502
M8	e_zeta	2	 3.0	   0.0502
M8	e_zeta	2	 3.1	   0.0495
M8	e_zeta	2	 3.2	   0.0493
M8	e_zeta	2	 3.3	   0.0504
M8	e_zeta	2	 3.4	   0.0506
M8	e_zeta	2	 3.5	   0.0497
M8	e_zeta	2	 3.6	   0.0471
M8	e_zeta	2	 3.7	   0.0435
M8	e_zeta	2	 3.8	   0.0338
M8	e_zeta	2	 3.9	   0.0362
M8	e_zeta	2	 4.0	   0.0437
M8	e_zeta	2	 4.1	   0.0274
M8	e_zeta	2	 4.2	   0.0463
M8	e_zeta	2	 4.3	   0.0486
M8	e_zeta	2	 4.4	   0.0604
M8	e_zeta	2	 4.5	   0.0514
M8	e_zeta	2	 4.6	   0.0545
M8	e_zeta	2	 4.7	   0.0550
M8	e_zeta	2	 4.8	   0.0550
M8	e_zeta	2	 4.9	   0.0608
M8	e_zeta	3	 0.0	   0.1234
M8	e_zeta	3	 0.1	   0.1194
M8	e_zeta	3	 0.2	   0.1117
M8	e_zeta	3	 0.3	   0.1049
M8	e_zeta	3	 0.4	   0.0960
M8	e_zeta	3	 0.5	   0.0876
M8	e_zeta	3	 0.6	   0.0834
M8	e_zeta	3	 0.7	   0.0824
M8	e_zeta	3	 0.8	   0.0818
M8	e_zeta	3	 0.9	   0.0820
M8	e_zeta	3	 1.0	   0.0834
M8	e_zeta	3	 1.1	   0.0853
M8	e_zeta	3	 1.2	   0.0860
M8	e_zeta	3	 1.3	   0.0819
M8	e_zeta	3	 1.4	   0.0777
M8	e_zeta	3	 1.5	   0.0709
M8	e_zeta	3	 1.6	   0.0771
M8	e_zeta	3	 1.7	   0.0478
M8	e_zeta	3	 1.8	   0.0757
M8	e_zeta	3	 1.9	   0.0853
M8	e_zeta	3	 2.0	   0.0819
M8	e_zeta	3	 2.1	   0.0754
M8	e_zeta	3	 2.2	   0.0622
M8	e_zeta	3	 2.3	   0.0607
M8	e_zeta	3	 2.4	   0.0634
M8	e_zeta	3	 2.5	   0.0623
M8	e_zeta	3	 2.6	   0.0605
M8	e_zeta	3	 2.7	   0.0573
M8	e_zeta	3	 2.8	   0.0607
M8	e_zeta	3	 2.9	   0.0648
M8	e_zeta	3	 3.0	   0.0633
M8	e_zeta	3	 3.1	   0.0606
M8	e_zeta	3	 3.2	   0.0608
M8	e_zeta	3	 3.3	   0.0663
M8	e_zeta	3	 3.4	   0.0724
M8	e_zeta	3	 3.5	   0.0755
M8	e_zeta	3	 3.6	   0.0741
M8	e_zeta	3	 3.7	   0.0713
M8	e_zeta	3	 3.8	   0.0578
M8	e_zeta	3	 3.9	   0.0610
M8	e_zeta	3	 4.0	   0.0742
M8	e_zeta	3	 4.1	   0.0403
M8	e_zeta	3	 4.2	   0.0479
M8	e_zeta	3	 4.3	   0.0417
M8	e_zeta	3	 4.4	   0.0529
M8	e_zeta	3	 4.5	   0.0464
M8	e_zeta	3	 4.6	   0.0498
M8	e_zeta	3	 4.7	   0.0510
M8	e_zeta	3	 4.8	   0.0522
M8	e_zeta	3	 4.9	   0.0630
M8	e_Z	1	 0.0	   0.0324
M8	e_Z	1	 0.1	   0.0310
M8	e_Z	1	 0.2	   0.0292
M8	e_Z	1	 0.3	   0.0279
M8	e_Z	1	 0.4	   0.0261
M8	e_Z	1	 0.5	   0.0244
M8	e_Z	1	 0.6	   0.0235
M8	e_Z	1	 0.7	   0.0229
M8	e_Z	1	 0.8	   0.0230
M8	e_Z	1	 0.9	   0.0232
M8	e_Z	1	 1.0	   0.0241
M8	e_Z	1	 1.1	   0.0255
M8	e_Z	1	 1.2	   0.0260
M8	e_Z	1	 1.3	   0.0253
M8	e_Z	1	 1.4	   0.0245
M8	e_Z	1	 1.5	   0.0460
M8	e_Z	1	 1.6	   0.0290
M8	e_Z	1	 1.7	   0.0203
M8	e_Z	1	 1.8	   0.0215
M8	e_Z	1	 1.9	   0.0254
M8	e_Z	1	 2.0	   0.0253
M8	e_Z	1	 2.1	   0.0231
M8	e_Z	1	 2.2	   0.0205
M8	e_Z	1	 2.3	   0.0212
M8	e_Z	1	 2.4	   0.0230
M8	e_Z	1	 2.5	   0.0239
M8	e_Z	1	 2.6	   0.0251
M8	e_Z	1	 2.7	   0.0264
M8	e_Z	1	 2.8	   0.0298
M8	e_Z	1	 2.9	   0.0336
M8	e_Z	1	 3.0	   0.0361
M8	e_Z	1	 3.1	   0.0379
M8	e_Z	1	 3.2	   0.0408
M8	e_Z	1	 3.3	   0.0463
M8	e_Z	1	 3.4	   0.0554
M8	e_Z	1	 3.5	   0.0680
M8	e_Z	1	 3.6	   0.0868
M8	e_Z	1	 3.7	   0.1181
M8	e_Z	1	 3.8	   0.1759
M8	e_Z	1	 3.9	   0.2518
M8	e_Z	1	 4.0	   0.5027
M8	e_Z	1	 4.1	   0.2087
M8	e_Z	1	 4.2	   0.1087
M8	e_Z	1	 4.3	   0.1281
M8	e_Z	1	 4.4	   0.1191
M8	e_Z	1	 4.5	   0.1404
M8	e_Z	1	 4.6	   0.1472
M8	e_Z	1	 4.7	   0.1556
M8	e_Z	1	 4.8	   0.1783
M8	e_Z	1	 4.9	   0.2095
M8	e_Z	2	 0.0	   0.0637
M8	e_Z	2	 0.1	   0.0611
M8	e_Z	2	 0.2	   0.0573
M8	e_Z	2	 0.3	   0.0543
M8	e_Z	2	 0.4	   0.0503
M8	e_Z	2	 0.5	   0.0467
M8	e_Z	2	 0.6	   0.0448
M8	e_Z	2	 0.7	   0.0442
M8	e_Z	2	 0.8	   0.0443
M8	e_Z	2	 0.9	   0.0448
M8	e_Z	2	 1.0	   0.0467
M8	e_Z	2	 1.1	   0.0490
M8	e_Z	2	 1.2	   0.0499
M8	e_Z	2	 1.3	   0.0480
M8	e_Z	2	 1.4	   0.0462
M8	e_Z	2	 1.5	   0.0687
M8	e_Z	2	 1.6	   0.0524
M8	e_Z	2	 1.7	   0.0357
M8	e_Z	2	 1.8	   0.0415
M8	e_Z	2	 1.9	   0.0492
M8	e_Z	2	 2.0	   0.0495
M8	e_Z	2	 2.1	   0.0448
M8	e_Z	2	 2.2	   0.0379
M8	e_Z	2	 2.3	   0.0381
M8	e_Z	2	 2.4	   0.0412
M8	e_Z	2	 2.5	   0.0426
M8	e_Z	2	 2.6	   0.0449
M8	e_Z	2	 2.7	   0.0466
M8	e_Z	2	 2.8	   0.0530
M8	e_Z	2	 2.9	   0.0604
M8	e_Z	2	 3.0	   0.0642
M8	e_Z	2	 3.1	   0.0673
M8	e_Z	2	 3.2	   0.0734
M8	e_Z	2	 3.3	   0.0857
M8	e_Z	2	 3.4	   0.1051
M8	e_Z	2	 3.5	   0.1304
M8	e_Z	2	 3.6	   0.1637
M8	e_Z	2	 3.7	   0.2227
M8	e_Z	2	 3.8	   0.2958
M8	e_Z	2	 3.9	   0.4230
M8	e_Z	2	 4.0	   0.8824
M8	e_Z	2	 4.1	   0.3544
M8	e_Z	2	 4.2	   0.1674
M8	e_Z	2	 4.3	   0.1707
M8	e_Z	2	 4.4	   0.1662
M8	e_Z	2	 4.5	   0.1883
M8	e_Z	2	 4.6	   0.1967
M8	e_Z	2	 4.7	   0.2094
M8	e_Z	2	 4.8	   0.2423
M8	e_Z	2	 4.9	   0.3015
M8	e_Z	3	 0.0	   0.0997
M8	e_Z	3	 0.1	   0.0965
M8	e_Z	3	 0.2	   0.0911
M8	e_Z	3	 0.3	   0.0863
M8	e_Z	3	 0.4	   0.0796
M8	e_Z	3	 0.5	   0.0735
M8	e_Z	3	 0.6	   0.0702
M8	e_Z	3	 0.7	   0.0693
M8	e_Z	3	 0.8	   0.0687
M8	e_Z	3	 0.9	   0.0687
M8	e_Z	3	 1.0	   0.0703
M8	e_Z	3	 1.1	   0.0724
M8	e_Z	3	 1.2	   0.0728
M8	e_Z	3	 1.3	   0.0692
M8	e_Z	3	 1.4	   0.0661
M8	e_Z	3	 1.5	   0.1070
M8	e_Z	3	 1.6	   0.0745
M8	e_Z	3	 1.7	   0.0433
M8	e_Z	3	 1.8	   0.0637
M8	e_Z	3	 1.9	   0.0762
M8	e_Z	3	 2.0	   0.0735
M8	e_Z	3	 2.1	   0.0668
M8	e_Z	3	 2.2	   0.0554
M8	e_Z	3	 2.3	   0.0556
M8	e_Z	3	 2.4	   0.0595
M8	e_Z	3	 2.5	   0.0595
M8	e_Z	3	 2.6	   0.0603
M8	e_Z	3	 2.7	   0.0611
M8	e_Z	3	 2.8	   0.0708
M8	e_Z	3	 2.9	   0.0827
M8	e_Z	3	 3.0	   0.0865
M8	e_Z	3	 3.1	   0.0890
M8	e_Z	3	 3.2	   0.0975
M8	e_Z	3	 3.3	   0.1185
M8	e_Z	3	 3.4	   0.1518
M8	e_Z	3	 3.5	   0.1938
M8	e_Z	3	 3.6	   0.2457
M8	e_Z	3	 3.7	   0.3391
M8	e_Z	3	 3.8	   0.4450
M8	e_Z	3	 3.9	   0.6641
M8	e_Z	3	 4.0	   1.7460
M8	e_Z	3	 4.1	   0.4524
M8	e_Z	3	 4.2	   0.1962
M8	e_Z	3	 4.3	   0.1696
M8	e_Z	3	 4.4	   0.1679
M8	e_Z	3	 4.5	   0.1923
M8	e_Z	3	 4.6	   0.2016
M8	e_Z	3	 4.7	   0.2166
M8	e_Z	3	 4.8	   0.2518
M8	e_Z	3	 4.9	   0.3276
