time [Myr]	zeta(p=1)	zeta(p=2)	zeta(p=3)	zeta(p=4)	zeta(p=5)	zeta(p=6)	zeta(p=7)
 1.9	4.501e-01	8.805e-01	1.330e+00	1.806e+00	2.310e+00	2.828e+00	3.330e+00
 2.0	4.505e-01	8.744e-01	1.298e+00	1.721e+00	2.147e+00	2.575e+00	2.998e+00
 2.1	4.516e-01	8.642e-01	1.254e+00	1.623e+00	1.981e+00	2.347e+00	2.740e+00
 2.2	4.536e-01	8.622e-01	1.232e+00	1.564e+00	1.881e+00	2.212e+00	2.587e+00
 2.3	4.577e-01	8.672e-01	1.228e+00	1.544e+00	1.838e+00	2.140e+00	2.478e+00
 2.4	4.630e-01	8.782e-01	1.244e+00	1.571e+00	1.890e+00	2.240e+00	2.648e+00
 2.5	4.616e-01	8.831e-01	1.258e+00	1.606e+00	1.957e+00	2.345e+00	2.787e+00
 2.6	4.615e-01	8.835e-01	1.263e+00	1.620e+00	1.988e+00	2.399e+00	2.866e+00
 2.7	4.651e-01	8.849e-01	1.256e+00	1.597e+00	1.941e+00	2.321e+00	2.755e+00
 2.8	4.710e-01	8.886e-01	1.244e+00	1.560e+00	1.871e+00	2.215e+00	2.615e+00
 2.9	4.726e-01	8.829e-01	1.220e+00	1.504e+00	1.770e+00	2.058e+00	2.396e+00
 3.0	4.726e-01	8.770e-01	1.203e+00	1.466e+00	1.701e+00	1.942e+00	2.223e+00
 3.1	4.594e-01	8.463e-01	1.146e+00	1.372e+00	1.553e+00	1.730e+00	1.935e+00
 3.2	4.384e-01	8.073e-01	1.079e+00	1.260e+00	1.385e+00	1.493e+00	1.623e+00
 3.3	4.158e-01	7.613e-01	1.004e+00	1.154e+00	1.243e+00	1.310e+00	1.393e+00
 3.4	3.953e-01	7.293e-01	9.773e-01	1.153e+00	1.278e+00	1.379e+00	1.476e+00
 3.5	3.705e-01	7.161e-01	1.006e+00	1.238e+00	1.425e+00	1.578e+00	1.716e+00
 3.6	3.437e-01	6.826e-01	9.742e-01	1.208e+00	1.381e+00	1.483e+00	1.484e+00
 3.7	3.257e-01	6.302e-01	8.855e-01	1.092e+00	1.262e+00	1.412e+00	1.554e+00
 3.8	3.013e-01	5.532e-01	7.642e-01	9.420e-01	1.104e+00	1.265e+00	1.439e+00
 3.9	2.856e-01	5.309e-01	7.387e-01	9.009e-01	1.023e+00	1.121e+00	1.208e+00
 4.0	2.473e-01	4.353e-01	5.593e-01	6.270e-01	6.610e-01	6.919e-01	7.368e-01
 4.1	2.144e-01	3.189e-01	3.009e-01	2.064e-01	1.254e-01	1.275e-01	2.109e-01
 4.2	2.575e-01	4.308e-01	4.647e-01	3.937e-01	3.272e-01	3.382e-01	4.129e-01
 4.3	3.033e-01	5.070e-01	5.663e-01	4.861e-01	3.686e-01	3.133e-01	3.271e-01
 4.4	2.571e-01	4.361e-01	4.712e-01	3.666e-01	2.351e-01	1.673e-01	1.706e-01
 4.5	2.272e-01	3.553e-01	3.338e-01	2.024e-01	7.498e-02	1.911e-02	2.876e-02
 4.6	2.396e-01	3.502e-01	3.235e-01	1.855e-01	4.538e-02	-2.708e-02	-3.543e-02
 4.7	2.155e-01	3.334e-01	3.420e-01	2.633e-01	1.631e-01	1.036e-01	9.638e-02
 4.8	1.725e-01	2.498e-01	2.511e-01	2.165e-01	1.824e-01	1.741e-01	1.977e-01
 4.9	9.710e-02	1.522e-01	1.978e-01	2.685e-01	3.834e-01	5.338e-01	6.975e-01
 5.0	3.075e-02	4.940e-02	1.166e-01	2.748e-01	5.124e-01	7.656e-01	9.811e-01
 5.1	-5.816e-02	-7.110e-02	-8.036e-03	1.587e-01	4.285e-01	7.580e-01	1.087e+00
 5.2	-1.780e-01	-2.859e-01	-3.344e-01	-2.865e-01	-1.397e-01	6.275e-02	2.706e-01
 5.3	-1.124e-01	-1.899e-01	-1.506e-01	2.052e-02	3.177e-01	6.920e-01	1.082e+00
 5.4	-5.816e-02	-7.110e-02	-8.036e-03	1.587e-01	4.285e-01	7.580e-01	1.087e+00
 5.5	-1.780e-01	-2.859e-01	-3.344e-01	-2.865e-01	-1.397e-01	6.275e-02	2.706e-01
 5.6	-2.865e-01	-4.830e-01	-6.368e-01	-7.373e-01	-7.710e-01	-7.374e-01	-6.449e-01
 5.7	-3.321e-01	-4.983e-01	-5.476e-01	-4.916e-01	-3.381e-01	-1.075e-01	1.739e-01
 5.8	-4.510e-01	-7.025e-01	-8.025e-01	-7.807e-01	-6.598e-01	-4.667e-01	-2.229e-01
 5.9	-4.678e-01	-7.080e-01	-7.613e-01	-6.439e-01	-3.729e-01	1.893e-02	4.914e-01
 6.0	-4.250e-01	-6.457e-01	-6.907e-01	-5.940e-01	-3.905e-01	-1.125e-01	2.132e-01
 6.1	-4.969e-01	-7.822e-01	-8.277e-01	-6.730e-01	-3.701e-01	3.002e-02	4.862e-01
 6.2	-5.046e-01	-8.842e-01	-1.067e+00	-1.074e+00	-9.503e-01	-7.336e-01	-4.546e-01
 6.3	-5.091e-01	-7.753e-01	-8.079e-01	-6.010e-01	-1.767e-01	4.080e-01	1.080e+00
 6.4	-5.163e-01	-7.698e-01	-7.234e-01	-4.240e-01	2.709e-02	5.410e-01	1.064e+00
 6.5	-6.457e-01	-1.075e+00	-1.194e+00	-1.061e+00	-7.598e-01	-3.625e-01	8.355e-02
