time [Myr]	zeta(p=1)	zeta(p=2)	zeta(p=3)	zeta(p=4)	zeta(p=5)	zeta(p=6)	zeta(p=7)
 3.0	3.718e-01	7.417e-01	1.122e+00	1.520e+00	1.929e+00	2.342e+00	2.746e+00
 3.1	3.778e-01	7.620e-01	1.164e+00	1.586e+00	2.019e+00	2.452e+00	2.877e+00
 3.2	3.895e-01	7.942e-01	1.221e+00	1.663e+00	2.111e+00	2.554e+00	2.986e+00
 3.3	3.937e-01	8.061e-01	1.247e+00	1.699e+00	2.145e+00	2.575e+00	2.986e+00
 3.4	3.848e-01	7.925e-01	1.221e+00	1.640e+00	2.031e+00	2.388e+00	2.713e+00
 3.5	3.706e-01	7.807e-01	1.232e+00	1.700e+00	2.164e+00	2.617e+00	3.050e+00
 3.6	3.496e-01	7.348e-01	1.156e+00	1.586e+00	2.001e+00	2.395e+00	2.766e+00
 3.7	3.072e-01	6.669e-01	1.074e+00	1.501e+00	1.935e+00	2.364e+00	2.786e+00
 3.8	2.739e-01	6.025e-01	9.777e-01	1.377e+00	1.781e+00	2.182e+00	2.574e+00
 3.9	2.261e-01	5.087e-01	8.611e-01	1.245e+00	1.626e+00	1.990e+00	2.331e+00
 4.0	1.652e-01	3.877e-01	6.866e-01	1.024e+00	1.366e+00	1.698e+00	2.016e+00
 4.1	1.014e-01	2.549e-01	4.847e-01	7.641e-01	1.066e+00	1.372e+00	1.677e+00
 4.2	4.866e-02	1.619e-01	3.591e-01	6.119e-01	8.863e-01	1.169e+00	1.456e+00
 4.3	-1.432e-02	8.361e-02	2.665e-01	4.910e-01	7.346e-01	9.920e-01	1.267e+00
 4.4	-5.784e-02	-2.278e-02	1.019e-01	2.693e-01	4.502e-01	6.345e-01	8.170e-01
 4.5	-1.227e-01	-1.232e-01	-1.701e-02	1.316e-01	2.889e-01	4.445e-01	5.963e-01
 4.6	-1.650e-01	-1.976e-01	-1.266e-01	-1.278e-02	1.112e-01	2.350e-01	3.542e-01
 4.7	-2.152e-01	-2.997e-01	-2.924e-01	-2.482e-01	-1.946e-01	-1.408e-01	-8.724e-02
 4.8	-2.864e-01	-4.364e-01	-5.053e-01	-5.443e-01	-5.776e-01	-6.079e-01	-6.378e-01
 4.9	-3.419e-01	-5.290e-01	-6.106e-01	-6.541e-01	-6.914e-01	-7.356e-01	-7.859e-01
 5.0	-3.478e-01	-5.333e-01	-6.361e-01	-7.170e-01	-7.961e-01	-8.770e-01	-9.551e-01
 5.1	-4.082e-01	-6.852e-01	-8.609e-01	-9.863e-01	-1.095e+00	-1.203e+00	-1.312e+00
 5.2	-5.975e-01	-1.005e+00	-1.266e+00	-1.460e+00	-1.620e+00	-1.766e+00	-1.901e+00
 5.3	-3.796e-01	-6.022e-01	-7.227e-01	-8.243e-01	-9.347e-01	-1.053e+00	-1.180e+00
 5.4	-4.082e-01	-6.852e-01	-8.609e-01	-9.863e-01	-1.095e+00	-1.203e+00	-1.312e+00
 5.5	-5.975e-01	-1.005e+00	-1.266e+00	-1.460e+00	-1.620e+00	-1.766e+00	-1.901e+00
 5.6	-7.596e-01	-1.231e+00	-1.477e+00	-1.616e+00	-1.712e+00	-1.790e+00	-1.858e+00
 5.7	-4.987e-01	-8.033e-01	-9.546e-01	-1.047e+00	-1.126e+00	-1.201e+00	-1.281e+00
 5.8	-5.953e-01	-1.041e+00	-1.352e+00	-1.584e+00	-1.770e+00	-1.925e+00	-2.059e+00
 5.9	-6.113e-01	-9.511e-01	-1.135e+00	-1.278e+00	-1.420e+00	-1.564e+00	-1.711e+00
 6.0	-5.785e-01	-9.433e-01	-1.169e+00	-1.353e+00	-1.523e+00	-1.683e+00	-1.830e+00
 6.1	-7.360e-01	-1.153e+00	-1.399e+00	-1.583e+00	-1.740e+00	-1.877e+00	-1.999e+00
 6.2	-6.826e-01	-1.027e+00	-1.195e+00	-1.307e+00	-1.404e+00	-1.497e+00	-1.589e+00
 6.3	-6.593e-01	-1.054e+00	-1.254e+00	-1.373e+00	-1.462e+00	-1.542e+00	-1.617e+00
 6.4	-6.455e-01	-9.483e-01	-1.047e+00	-1.066e+00	-1.062e+00	-1.056e+00	-1.055e+00
 6.5	-7.688e-01	-1.160e+00	-1.314e+00	-1.362e+00	-1.368e+00	-1.354e+00	-1.333e+00
